KINVENT Physio 2.17.3,Devices: ,P126936 (FW 3.016),P126695 (FW 3.016),,,,
Eyes Condition: ,Closed,,,,,,
Side: ,Left,,,,,,
Repetition:,1,,,,,,
Longitudinal Mean Cop Position (mm),-29.523,,,,,,
Lateral Mean Cop Position (mm),1.64,,,,,,
Longitudinal Standard Deviation (mm),11.074,,,,,,
Lateral Standard Deviation (mm),7.602,,,,,,
Ellipse Surface (mm²),1551.553,,,,,,
Total Displacement (mm),1921.384,,,,,,
Total Displacement AP (mm),1150.915,,,,,,
Total Displacement ML (mm),1334.034,,,,,,
Mean Velocity (mm/s),63.969,,,,,,
Mean Velocity AP (mm/s),38.318,,,,,,
Mean Velocity ML (mm/s),44.415,,,,,,
Longitudinal Amplitude (mm/s),56.335,,,,,,
Lateral Amplitude (mm/s),38.348,,,,,,
Amplitude Ratio,0.681,,,,,,
Phase Plane AP (mm),46.37,,,,,,
Phase Plane ML (mm),43.286,,,,,,
Max Distance AP (mm),56.749,,,,,,
Max Distance ML (mm),21.789,,,,,,
,Heel,Tip,,,,,
Weight Distribution (%),60.1,39.9,,,,,
,,,,,,,
,K-Plate Left,,,,,K-Plate Left,
Time (sec),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,AP COP (y),ML COP (x)
24.9279,15.58992728,31.33300541,20.65417886,9.842897551,,0.5898,0.6239
24.9319,15.56185453,31.30538582,20.67230008,9.846646895,,0.5894,0.624
24.9359,15.5341146,31.27994293,20.6956163,9.850336365,,0.589,0.6242
24.9399,15.50761527,31.25966145,20.72279448,9.852816758,,0.5886,0.6243
24.9439,15.48249609,31.24591586,20.75324072,9.855462084,,0.5883,0.6245
24.9479,15.45698406,31.23676841,20.78784693,9.860015689,,0.5878,0.6247
24.9519,15.43152258,31.23118514,20.8234172,9.86495007,,0.5874,0.625
24.9559,15.40798531,31.22940018,20.85742607,9.867870587,,0.5871,0.6252
24.9599,15.38749535,31.22995292,20.89210733,9.868221156,,0.5868,0.6254
24.9639,15.36933604,31.23026723,20.9279352,9.866441391,,0.5865,0.6257
24.9679,15.35211043,31.23010382,20.96173064,9.86338796,,0.5862,0.6259
24.9719,15.33494234,31.23218378,20.99197113,9.859166349,,0.586,0.6261
24.9759,15.31595275,31.23932154,21.02021755,9.853078455,,0.5858,0.6264
24.9799,15.29397108,31.25084069,21.04762534,9.845419259,,0.5856,0.6267
24.9839,15.2710448,31.26464703,21.07427404,9.83631263,,0.5854,0.627
24.9879,15.2500222,31.28008346,21.09963092,9.825767979,,0.5853,0.6273
24.9919,15.23099581,31.29558186,21.12241546,9.814738834,,0.5852,0.6277
24.9959,15.21279878,31.31049506,21.14231883,9.802893626,,0.5851,0.6279
25,15.19561555,31.32591785,21.16070894,9.788916148,,0.5851,0.6282
25.004,15.1790552,31.34264544,21.17870121,9.773881014,,0.5851,0.6285
25.008,15.16033135,31.36071379,21.19589868,9.758369783,,0.5851,0.6289
25.012,15.13727025,31.37876648,21.21028102,9.740999829,,0.5851,0.6292
25.016,15.11129489,31.39593182,21.21921778,9.722113368,,0.5851,0.6296
25.02,15.08566385,31.4114555,21.22276596,9.702422869,,0.5852,0.6299
25.024,15.06292747,31.42508216,21.22391054,9.683036407,,0.5852,0.6302
25.028,15.04415666,31.43877991,21.22553574,9.665891333,,0.5853,0.6305
25.032,15.02945503,31.45391219,21.22827503,9.651609767,,0.5854,0.6308
25.036,15.01930524,31.4688816,21.2311682,9.640675036,,0.5855,0.6309
25.04,15.0144895,31.48045085,21.2338996,9.633259423,,0.5855,0.6311
25.044,15.01435042,31.48759624,21.23689548,9.62773424,,0.5856,0.6311
25.048,15.01773282,31.49359173,21.23858921,9.622012894,,0.5856,0.6312
25.052,15.02424276,31.50146936,21.23585953,9.616335204,,0.5858,0.6312
25.056,15.03353509,31.50961615,21.22815545,9.613223339,,0.5859,0.6311
25.06,15.04551573,31.51602598,21.21528442,9.613214742,,0.5861,0.631
25.064,15.06015529,31.52127397,21.19607819,9.614333523,,0.5863,0.6309
25.068,15.07685212,31.52523233,21.17172627,9.615286113,,0.5865,0.6307
25.072,15.09567481,31.52610487,21.14275281,9.615177413,,0.5868,0.6305
25.076,15.11719474,31.52328324,21.10849761,9.613404331,,0.5871,0.6303
25.0799,15.13920895,31.5178283,21.07173968,9.6114403,,0.5875,0.63
25.0839,15.15928113,31.51082269,21.0355775,9.611343774,,0.5877,0.6298
25.0879,15.18026507,31.50322615,20.99895585,9.613615492,,0.588,0.6295
25.0919,15.20628415,31.49560035,20.95985358,9.619010745,,0.5883,0.6292
25.0959,15.23795843,31.48821881,20.91967274,9.629298222,,0.5886,0.6288
25.0999,15.27533613,31.48213206,20.88070632,9.643107433,,0.5889,0.6283
25.1039,15.31767757,31.47944275,20.84395677,9.657099821,,0.5893,0.6278
25.1079,15.36206902,31.48070188,20.81084381,9.67056531,,0.5896,0.6274
25.1119,15.40621617,31.48481155,20.7813962,9.684549705,,0.5899,0.6269
25.1159,15.44981523,31.49184862,20.75359572,9.700005463,,0.5902,0.6265
25.12,15.49290165,31.50218836,20.72602266,9.7153725,,0.5905,0.6261
25.124,15.53416861,31.51702832,20.69966203,9.727364097,,0.5908,0.6257
25.128,15.57270538,31.53772056,20.67523851,9.734173507,,0.5912,0.6254
25.132,15.60831998,31.56326447,20.65167532,9.735526908,,0.5916,0.6252
25.136,15.6399414,31.59300445,20.62818288,9.730903141,,0.5921,0.625
25.14,15.66729021,31.62678864,20.60455515,9.720000947,,0.5926,0.6249
25.144,15.69171772,31.66259652,20.58105719,9.705769181,,0.5931,0.6249
25.148,15.71403057,31.69852524,20.55770153,9.691910205,,0.5936,0.6249
25.152,15.73546223,31.73658573,20.53765251,9.678965273,,0.594,0.6249
25.156,15.75784346,31.780265,20.52596266,9.665718965,,0.5945,0.6249
25.16,15.77975153,31.82895981,20.52203021,9.651169254,,0.5949,0.625
25.164,15.7974258,31.88016407,20.52360947,9.635081227,,0.5953,0.6252
25.168,15.80792544,31.93119518,20.53102725,9.617871054,,0.5956,0.6254
25.172,15.8103793,31.97852712,20.54241627,9.600804442,,0.5959,0.6257
25.176,15.80482406,32.01886637,20.55527638,9.58504047,,0.596,0.626
25.18,15.79111173,32.05014274,20.56992106,9.57058474,,0.5961,0.6263
25.184,15.7704217,32.07228014,20.5855103,9.556941581,,0.5961,0.6266
25.188,15.74517431,32.08660558,20.60085091,9.542279419,,0.5961,0.6269
25.192,15.71714564,32.0962327,20.61693762,9.525017836,,0.596,0.6273
25.196,15.68681583,32.10369716,20.63385601,9.506484906,,0.5959,0.6277
25.1999,15.65485306,32.10883206,20.65015609,9.489020042,,0.5958,0.6281
25.2039,15.62324229,32.11292379,20.66548659,9.473666412,,0.5957,0.6284
25.2079,15.59337,32.11994071,20.68159093,9.459719231,,0.5956,0.6288
25.2119,15.56460958,32.13124627,20.69976862,9.445092348,,0.5955,0.6291
25.2159,15.53465889,32.14390259,20.72003692,9.42778962,,0.5954,0.6295
25.2199,15.50026484,32.15338597,20.74103945,9.40834126,,0.5953,0.6299
25.2239,15.46064675,32.15660747,20.75939233,9.388955066,,0.5951,0.6304
25.2279,15.41773309,32.15406579,20.77486873,9.371092652,,0.5949,0.6308
25.2319,15.37383711,32.14707996,20.78994929,9.3559894,,0.5947,0.6312
25.2359,15.33110385,32.13455508,20.8044906,9.34335117,,0.5945,0.6316
25.2399,15.29008832,32.11387739,20.81837672,9.332067445,,0.5942,0.6319
25.2439,15.25019371,32.08364513,20.83275066,9.322818105,,0.5939,0.6321
25.2479,15.21128354,32.04557011,20.84803127,9.316330058,,0.5935,0.6324
25.2519,15.17465771,32.0015762,20.86344917,9.314684049,,0.593,0.6325
25.2559,15.1427595,31.95186869,20.87818373,9.319866183,,0.5926,0.6326
25.2599,15.1160868,31.89773678,20.89232756,9.330481532,,0.592,0.6326
25.2639,15.09386796,31.84234215,20.905593,9.345413019,,0.5915,0.6325
25.2679,15.07752739,31.78935655,20.91574997,9.36407509,,0.591,0.6324
25.2719,15.06901277,31.74094744,20.92088585,9.385106806,,0.5906,0.6321
25.2759,15.06845321,31.697321,20.92233898,9.406779741,,0.5903,0.6319
25.28,15.07538491,31.65935459,20.92217533,9.427088825,,0.59,0.6316
25.284,15.08882289,31.62864539,20.92171018,9.446233011,,0.5898,0.6313
25.288,15.10662881,31.60519794,20.92198817,9.466582018,,0.5896,0.631
25.292,15.12702918,31.5889476,20.92294302,9.488592969,,0.5895,0.6307
25.296,15.14892488,31.58138102,20.92468956,9.509760127,,0.5894,0.6304
25.3,15.17118187,31.58247311,20.927566,9.528111421,,0.5894,0.6301
25.304,15.19282818,31.58969863,20.92993013,9.543879233,,0.5894,0.6299
25.308,15.21357856,31.60118109,20.93043893,9.557726953,,0.5894,0.6297
25.312,15.23377083,31.61592445,20.93032708,9.569045951,,0.5895,0.6296
25.316,15.25226761,31.63303255,20.93222288,9.577357012,,0.5896,0.6295
25.32,15.26681063,31.65222621,20.93795724,9.582940079,,0.5897,0.6294
25.324,15.27680471,31.67218963,20.94655448,9.585344029,,0.5897,0.6294
25.328,15.28275765,31.69062384,20.95722649,9.584889655,,0.5898,0.6295
25.332,15.28509967,31.70713255,20.97136093,9.582867544,,0.5898,0.6296
25.336,15.28338097,31.72220332,20.9885494,9.580389385,,0.5897,0.6297
25.34,15.27729648,31.73607808,21.00732356,9.579618639,,0.5896,0.6298
25.344,15.26922731,31.74933911,21.0286664,9.581925257,,0.5895,0.63
25.348,15.26067627,31.76190986,21.05356219,9.585105644,,0.5893,0.6301
25.352,15.25033358,31.77355708,21.0805872,9.586530035,,0.5891,0.6303
25.356,15.2373249,31.78412948,21.10735302,9.585216763,,0.589,0.6305
25.3599,15.22081498,31.7934967,21.13267111,9.581183278,,0.5888,0.6307
25.3639,15.20019361,31.80102941,21.15709313,9.576054603,,0.5886,0.631
25.3679,15.17499527,31.80491876,21.18131789,9.570903053,,0.5884,0.6312
25.3719,15.14430479,31.80355367,21.20527792,9.565432755,,0.5881,0.6315
25.3759,15.10887272,31.7973201,21.22955689,9.559911754,,0.5878,0.6319
25.3799,15.07111875,31.78797462,21.25561922,9.555034592,,0.5875,0.6322
25.3839,15.03280916,31.7763524,21.28465968,9.551106537,,0.5871,0.6325
25.3879,14.99395595,31.76376013,21.3180174,9.546846391,,0.5867,0.6328
25.3919,14.95474159,31.75325369,21.35629779,9.540520608,,0.5863,0.6332
25.3959,14.91580862,31.74592765,21.39902667,9.532653376,,0.5858,0.6336
25.3999,14.87681668,31.74039819,21.44548183,9.525112752,,0.5854,0.634
25.4039,14.83805052,31.73683558,21.49377661,9.519585122,,0.5849,0.6344
25.4079,14.7996778,31.73614178,21.54399767,9.517007438,,0.5844,0.6348
25.4119,14.75998462,31.73773166,21.59884028,9.51657233,,0.5839,0.6353
25.4159,14.71869005,31.74139441,21.65745453,9.515724715,,0.5834,0.6357
25.4199,14.67750268,31.74898449,21.71730116,9.512991054,,0.5829,0.6362
25.4239,14.63739794,31.76158037,21.77946193,9.509796702,,0.5823,0.6367
25.4279,14.5981764,31.77630836,21.84480642,9.507797009,,0.5818,0.6372
25.4319,14.55833833,31.79057497,21.9134001,9.5065891,,0.5813,0.6377
25.4359,14.51641596,31.80462021,21.98676753,9.504227726,,0.5807,0.6382
25.44,14.47251973,31.8178284,22.06311582,9.499110565,,0.5801,0.6388
25.444,14.42724845,31.82848986,22.13756876,9.492107738,,0.5795,0.6394
25.448,14.38099888,31.83544296,22.20844754,9.485436308,,0.5789,0.6399
25.452,14.33426654,31.83784748,22.27722589,9.480208962,,0.5783,0.6405
25.456,14.28738268,31.83553025,22.34413364,9.476795633,,0.5777,0.641
25.46,14.23997028,31.82992431,22.40868388,9.475762201,,0.577,0.6414
25.464,14.19252306,31.82240919,22.47056034,9.477694649,,0.5764,0.6419
25.468,14.14649965,31.81140737,22.52828045,9.481648614,,0.5757,0.6423
25.472,14.10141938,31.79536346,22.58274912,9.485166725,,0.5751,0.6427
25.476,14.05679898,31.77620554,22.63689351,9.487476723,,0.5745,0.643
25.4799,14.01496951,31.75590195,22.68882775,9.489547217,,0.5738,0.6434
25.4839,13.97755831,31.73380396,22.73500683,9.491969679,,0.5733,0.6437
25.4879,13.94367289,31.70871427,22.77492517,9.496253535,,0.5727,0.6439
25.4919,13.9133075,31.68069161,22.80824205,9.50406271,,0.5722,0.6441
25.4959,13.8865501,31.64868726,22.83585211,9.515037286,,0.5717,0.6442
25.4999,13.86247757,31.60988281,22.85968377,9.528349895,,0.5712,0.6442
25.5039,13.8416044,31.56371591,22.87908204,9.544227158,,0.5706,0.6442
25.5079,13.82530962,31.51267995,22.89120197,9.562033235,,0.5701,0.644
25.5119,13.8142704,31.45901631,22.89403227,9.579012923,,0.5697,0.6439
25.5159,13.8077183,31.40361356,22.88829952,9.592962724,,0.5694,0.6436
25.5199,13.80410965,31.34780302,22.87555302,9.6040325,,0.5691,0.6434
25.5239,13.80283854,31.29052896,22.85558148,9.613846533,,0.5689,0.6431
25.5279,13.80447123,31.22811379,22.82779816,9.62380256,,0.5687,0.6428
25.5319,13.81053232,31.1611803,22.79234857,9.635126588,,0.5686,0.6424
25.5359,13.82307529,31.09111274,22.74832134,9.650239422,,0.5685,0.6419
25.5399,13.84310265,31.01670508,22.69616774,9.670634402,,0.5685,0.6413
25.5439,13.86987213,30.93919671,22.63912282,9.695245012,,0.5685,0.6405
25.5479,13.90391323,30.85796409,22.57653506,9.725499539,,0.5685,0.6397
25.5519,13.94758819,30.77048519,22.50634138,9.765112769,,0.5685,0.6387
25.5559,14.00115942,30.67868872,22.43248373,9.813352513,,0.5684,0.6376
25.56,14.06234669,30.58563071,22.35806451,9.866906289,,0.5684,0.6364
25.564,14.13051216,30.48882555,22.27938993,9.926110636,,0.5684,0.635
25.568,14.20674913,30.38248024,22.1922869,9.992955089,,0.5684,0.6335
25.572,14.28997672,30.26600994,22.09768481,10.0659051,,0.5684,0.6319
25.576,14.38104787,30.13878122,21.99407,10.14462564,,0.5684,0.6301
25.58,14.48285697,29.99586502,21.87636687,10.23129456,,0.5684,0.6281
25.584,14.5934837,29.83704198,21.74646016,10.3250184,,0.5684,0.6259
25.588,14.71363855,29.66251657,21.60648146,10.42684698,,0.5684,0.6235
25.592,14.84891009,29.47061265,21.453344,10.54042508,,0.5684,0.6209
25.596,14.99817766,29.26885976,21.28868092,10.66351365,,0.5684,0.618
25.6,15.16277377,29.06964017,21.11719391,10.79458345,,0.5685,0.615
25.604,15.35043654,28.88264113,20.94174612,10.93710813,,0.5687,0.6117
25.608,15.55710423,28.7172625,20.76807307,11.08895637,,0.5691,0.6084
25.612,15.77653667,28.57949072,20.60320502,11.24525156,,0.5695,0.6051
25.616,16.00885638,28.47034478,20.45166265,11.40347071,,0.57,0.6018
25.62,16.24483355,28.38944799,20.31742974,11.55899902,,0.5706,0.5987
25.624,16.47048892,28.33352413,20.20389497,11.70629099,,0.5712,0.5959
25.628,16.67976367,28.29647464,20.11182476,11.84315425,,0.5717,0.5934
25.632,16.87052562,28.27248369,20.03935474,11.969558,,0.5721,0.5912
25.636,17.03855109,28.25600002,19.9836476,12.08281048,,0.5724,0.5893
25.6399,17.1802305,28.24006811,19.94189408,12.17977424,,0.5726,0.5877
25.6439,17.29425987,28.21876872,19.91148951,12.26006917,,0.5727,0.5864
25.6479,17.38092499,28.19217204,19.88952919,12.32499234,,0.5727,0.5853
25.6519,17.44293828,28.16299655,19.87256365,12.37761889,,0.5726,0.5845
25.6559,17.48663068,28.13287434,19.85810743,12.42031308,,0.5725,0.5839
25.6599,17.51963589,28.10508615,19.84566948,12.45374756,,0.5724,0.5833
25.6639,17.54849118,28.08361639,19.83479616,12.48039442,,0.5723,0.5829
25.6679,17.57813721,28.07082948,19.82469576,12.50367049,,0.5723,0.5825
25.6719,17.60812287,28.06845854,19.81508095,12.52414076,,0.5724,0.5822
25.6759,17.63677473,28.07564341,19.80566302,12.54136273,,0.5725,0.5819
25.6799,17.66620361,28.08801614,19.79677301,12.55666052,,0.5726,0.5817
25.6839,17.69652181,28.10110626,19.78811031,12.57020315,,0.5728,0.5815
25.6879,17.72405714,28.11286994,19.77835569,12.57949593,,0.573,0.5813
25.6919,17.7456841,28.12220521,19.76701732,12.58228224,,0.5732,0.5811
25.6959,17.7591992,28.12671874,19.75489053,12.57838643,,0.5734,0.581
25.6999,17.76435138,28.12472237,19.74295166,12.56949163,,0.5735,0.581
25.7039,17.76435948,28.11723695,19.72956758,12.55874106,,0.5736,0.581
25.7079,17.76145741,28.1067503,19.71231726,12.54816866,,0.5737,0.581
25.7119,17.75562771,28.09376503,19.69214275,12.53775045,,0.5739,0.5809
25.7159,17.74774924,28.07793592,19.66987962,12.52728201,,0.574,0.5809
25.72,17.73963007,28.06061634,19.64484665,12.51680253,,0.5741,0.5809
25.724,17.73264525,28.04279511,19.6185296,12.50745623,,0.5742,0.5808
25.728,17.72782948,28.02266367,19.59127908,12.49962462,,0.5743,0.5807
25.732,17.7260295,27.99738846,19.56124432,12.49337945,,0.5744,0.5805
25.736,17.72751674,27.96765502,19.52802131,12.4905558,,0.5745,0.5803
25.74,17.73272767,27.93516415,19.49183301,12.49111237,,0.5746,0.58
25.744,17.7442393,27.89914927,19.45161275,12.49596537,,0.5747,0.5797
25.748,17.76597453,27.85893854,19.40509018,12.50815898,,0.5749,0.5792
25.752,17.79875851,27.81524465,19.35161598,12.52652944,,0.5751,0.5785
25.756,17.84109904,27.76882402,19.29262116,12.54959025,,0.5753,0.5778
25.76,17.891101,27.72113506,19.23030211,12.57820861,,0.5755,0.5769
25.764,17.94521153,27.67414788,19.16799713,12.61025844,,0.5757,0.576
25.768,18.00239063,27.62867062,19.10875262,12.64321805,,0.5759,0.5751
25.772,18.06343524,27.58526356,19.05434825,12.67738949,,0.5762,0.5742
25.776,18.12529918,27.54493971,19.00596829,12.71272096,,0.5763,0.5733
25.78,18.18352496,27.50674295,18.96373811,12.74921935,,0.5765,0.5725
25.784,18.23525155,27.46790847,18.92752796,12.78740419,,0.5765,0.5717
25.788,18.27985009,27.42716392,18.89751512,12.82620443,,0.5765,0.571
25.792,18.31880234,27.38532385,18.87336959,12.86418118,,0.5764,0.5703
25.796,18.3524827,27.34454884,18.85440245,12.89995008,,0.5762,0.5697
25.7999,18.37878067,27.30655857,18.83964067,12.93134816,,0.5761,0.5692
25.8039,18.3974197,27.27296768,18.82877739,12.95828953,,0.5759,0.5688
25.8079,18.41157021,27.2462655,18.82432871,12.98370163,,0.5757,0.5684
25.8119,18.42332144,27.22727589,18.82857034,13.0088967,,0.5755,0.5682
25.8159,18.43184852,27.21332112,18.83876323,13.03200799,,0.5752,0.568
25.8199,18.43653885,27.20062402,18.85221237,13.05317504,,0.575,0.5678
25.8239,18.438029,27.1879437,18.86936566,13.07424878,,0.5747,0.5677
25.8279,18.4364876,27.17547473,18.89043421,13.0936855,,0.5744,0.5677
25.8319,18.43149741,27.16355341,18.91473999,13.10889307,,0.574,0.5677
25.8359,18.42287031,27.15302196,18.93985147,13.11933555,,0.5737,0.5677
25.84,18.41127823,27.14270738,18.96332299,13.12604172,,0.5734,0.5678
25.844,18.39577583,27.12979249,18.98467313,13.13066728,,0.5731,0.5679
25.848,18.37543308,27.11339371,19.00425073,13.13522286,,0.5728,0.568
25.852,18.35445874,27.09447744,19.02257744,13.14208381,,0.5725,0.5681
25.856,18.33647489,27.07409915,19.0381859,13.15220301,,0.5721,0.5681
25.86,18.321247,27.05278289,19.04797929,13.16429175,,0.5718,0.5681
25.864,18.30984701,27.02987576,19.05063855,13.17575887,,0.5716,0.568
25.868,18.30236404,27.00513802,19.04705519,13.18436212,,0.5714,0.5679
25.872,18.29738754,26.97738888,19.03789112,13.18997918,,0.5713,0.5677
25.876,18.29578639,26.94420315,19.02267841,13.19448464,,0.5712,0.5675
25.88,18.29835851,26.90735644,19.00153472,13.19954264,,0.5711,0.5673
25.884,18.30542561,26.86946711,18.97522341,13.20675512,,0.5711,0.5669
25.888,18.3175355,26.82999384,18.94438603,13.21795959,,0.5711,0.5665
25.892,18.33382851,26.78852244,18.91014355,13.23338089,,0.5711,0.5661
25.896,18.35356338,26.74545256,18.87375675,13.25195258,,0.5711,0.5656
25.9,18.37684632,26.70232373,18.83585766,13.27303815,,0.5711,0.565
25.904,18.40407314,26.66168942,18.79699607,13.29642895,,0.5712,0.5644
25.908,18.43777267,26.62320535,18.75582692,13.32152543,,0.5713,0.5638
25.912,18.48112159,26.58444249,18.71072217,13.34818293,,0.5714,0.5631
25.916,18.53315704,26.54521686,18.66342337,13.37614443,,0.5716,0.5623
25.9199,18.59011032,26.5059498,18.61441646,13.40705769,,0.5718,0.5615
25.9239,18.6500813,26.46645387,18.56275304,13.44381108,,0.572,0.5606
25.9279,18.71294761,26.42787652,18.51039019,13.48331101,,0.5722,0.5597
25.9319,18.77916878,26.3915383,18.45902009,13.52003443,,0.5724,0.5588
25.9359,18.85017338,26.35667745,18.40620907,13.55512791,,0.5727,0.5579
25.9399,18.92694234,26.32185988,18.34844767,13.59280061,,0.573,0.5569
25.9439,19.0082056,26.28742469,18.28607079,13.63244424,,0.5734,0.5558
25.9479,19.09156192,26.25346346,18.2191646,13.67217923,,0.5738,0.5548
25.9519,19.1751655,26.21870677,18.14637692,13.71274842,,0.5742,0.5537
25.9559,19.25817682,26.18369136,18.07048089,13.75388122,,0.5746,0.5526
25.9599,19.34302279,26.15028632,17.99334498,13.79503151,,0.5751,0.5514
25.9639,19.43298396,26.11878259,17.91320425,13.83636542,,0.5756,0.5503
25.9679,19.5268267,26.08828103,17.83059345,13.87669205,,0.5762,0.5491
25.9719,19.62302288,26.05713447,17.74798167,13.91575645,,0.5767,0.548
25.9759,19.72203678,26.0235245,17.66737387,13.95401795,,0.5773,0.5468
25.9799,19.82216419,25.98830207,17.5914118,13.99079531,,0.5778,0.5456
25.9839,19.91978829,25.95477666,17.52191904,14.02685772,,0.5783,0.5445
25.9879,20.01239365,25.92338469,17.45662445,14.06398627,,0.5788,0.5434
25.9919,20.10017358,25.89137749,17.39116071,14.10230108,,0.5792,0.5423
25.9959,20.18347867,25.85828498,17.32385701,14.14067466,,0.5796,0.5413
26,20.26219619,25.82538056,17.25613577,14.17789153,,0.58,0.5403
26.004,20.33682797,25.79310745,17.19030623,14.21254302,,0.5804,0.5393
26.008,20.40575562,25.76185823,17.12782321,14.24335518,,0.5808,0.5384
26.012,20.46767397,25.73119561,17.06704549,14.27118059,,0.5812,0.5375
26.016,20.52417343,25.69944074,17.00581146,14.29773905,,0.5815,0.5367
26.02,20.5769359,25.66587896,16.94525895,14.32252661,,0.5818,0.5359
26.024,20.62772395,25.63154574,16.88573011,14.34372427,,0.5821,0.5352
26.028,20.67843716,25.5991695,16.82573436,14.36057582,,0.5825,0.5344
26.032,20.72923967,25.57179587,16.76497326,14.37420379,,0.5829,0.5337
26.036,20.78097503,25.55045092,16.70185555,14.38395397,,0.5834,0.5331
26.04,20.83602148,25.53539752,16.63458061,14.387694,,0.584,0.5324
26.044,20.89342066,25.52756196,16.56562164,14.38671965,,0.5846,0.5318
26.048,20.94990274,25.52724027,16.49940291,14.3828635,,0.5854,0.5313
26.052,21.00555484,25.53204617,16.4364956,14.37698018,,0.5861,0.5308
26.056,21.06240448,25.53792378,16.37473637,14.37094376,,0.5868,0.5303
26.06,21.11930744,25.54311987,16.31518718,14.36614744,,0.5875,0.5298
26.064,21.17420527,25.54683625,16.2584202,14.36326173,,0.5881,0.5293
26.068,21.22730577,25.54773647,16.20199247,14.362763,,0.5887,0.5288
26.072,21.27933647,25.5468209,16.14704438,14.36488927,,0.5893,0.5283
26.076,21.33027957,25.54521714,16.09692192,14.36858927,,0.5898,0.5278
26.0799,21.37908298,25.54229482,16.05263849,14.37242935,,0.5903,0.5273
26.0839,21.42513139,25.53704624,16.01437676,14.37751701,,0.5907,0.5268
26.0879,21.46921312,25.52825049,15.98188422,14.38593579,,0.591,0.5264
26.0919,21.51107343,25.51685014,15.95415974,14.39819698,,0.5912,0.526
26.0959,21.54884476,25.50559406,15.9307327,14.41297089,,0.5914,0.5256
26.0999,21.58301623,25.49475939,15.9092376,14.42771994,,0.5916,0.5252
26.1039,21.61601133,25.48290546,15.88576236,14.43970828,,0.5917,0.5248
26.1079,21.64848733,25.47180805,15.86130226,14.44780969,,0.5919,0.5244
26.1119,21.67989521,25.46655756,15.83964769,14.45401193,,0.5921,0.5241
26.1159,21.71029051,25.4708795,15.8200453,14.45952167,,0.5924,0.5239
26.12,21.73976237,25.48432717,15.80026249,14.46257239,,0.5927,0.5237
26.124,21.76713859,25.50278778,15.78113375,14.46251793,,0.593,0.5236
26.128,21.79296098,25.52307762,15.76289425,14.46020822,,0.5933,0.5234
26.132,21.81878742,25.54576695,15.74387864,14.45493651,,0.5937,0.5234
26.136,21.84272021,25.57139264,15.72374167,14.4453495,,0.5941,0.5233
26.14,21.86291699,25.59854161,15.70475606,14.43124327,,0.5945,0.5233
26.144,21.87957592,25.6263542,15.6898867,14.41238701,,0.5949,0.5234
26.148,21.89144484,25.6557671,15.68007489,14.38916202,,0.5953,0.5235
26.152,21.89584792,25.68754115,15.67431691,14.36317908,,0.5957,0.5237
